t,x,y,z,w,w_pred,v,q
8.25,16.0,6.244312000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.26,16.0,6.314316000000002,0.30000000000000004,1.6,1.6,50.0,0.0
8.27,16.0,6.384319000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.28,16.0,6.454322999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.29,16.0,6.5243259999999985,0.30000000000000004,1.6,1.6,50.0,0.0
8.3,16.0,6.594329999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.31,16.0,6.664332999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.32,16.0,6.734337,0.30000000000000004,1.6,1.6,50.0,0.0
8.33,16.0,6.80434,0.30000000000000004,1.6,1.6,50.0,0.0
8.34,16.0,6.874344000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.35,16.0,6.9443470000000005,0.30000000000000004,1.6,1.6,50.0,0.0
8.36,16.0,7.014351000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.37,16.0,7.084354000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.38,16.0,7.154357999999998,0.30000000000000004,1.6,1.6,50.0,0.0
8.39,16.0,7.224360999999998,0.30000000000000004,1.6,1.6,50.0,0.0
8.4,16.0,7.294364999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.41,16.0,7.364367999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.42,16.0,7.434372,0.30000000000000004,1.6,1.6,50.0,0.0
8.43,16.0,7.504375,0.30000000000000004,1.6,1.6,50.0,0.0
8.44,16.0,7.574379,0.30000000000000004,1.6,1.6,50.0,0.0
8.45,16.0,7.644382,0.30000000000000004,1.6,1.6,50.0,0.0
8.46,16.0,7.714386000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.47,16.0,7.784389000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.48,16.0,7.854393000000002,0.30000000000000004,1.6,1.6,50.0,0.0
8.49,16.0,7.9243960000000015,0.30000000000000004,1.6,1.6,50.0,0.0
8.5,16.0,7.994399999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.51,16.0,8.064402999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.52,16.0,8.134407,0.30000000000000004,1.6,1.6,50.0,0.0
8.53,16.0,8.20441,0.30000000000000004,1.6,1.6,50.0,0.0
8.54,16.0,8.274414,0.30000000000000004,1.6,1.6,50.0,0.0
8.55,16.0,8.344417,0.30000000000000004,1.6,1.6,50.0,0.0
8.56,16.0,8.414421,0.30000000000000004,1.6,1.6,50.0,0.0
8.57,16.0,8.484424,0.30000000000000004,1.6,1.6,50.0,0.0
8.58,16.0,8.554428000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.59,16.0,8.624431000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.6,16.0,8.694434999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.61,16.0,8.764437999999998,0.30000000000000004,1.6,1.6,50.0,0.0
8.62,16.0,8.834442,0.30000000000000004,1.6,1.6,50.0,0.0
8.63,16.0,8.904444999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.64,16.0,8.974449,0.30000000000000004,1.6,1.6,50.0,0.0
8.65,16.0,9.044452,0.30000000000000004,1.6,1.6,50.0,0.0
8.66,16.0,9.114456,0.30000000000000004,1.6,1.6,50.0,0.0
8.67,16.0,9.184459,0.30000000000000004,1.6,1.6,50.0,0.0
8.68,16.0,9.254463000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.69,16.0,9.324466000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.7,16.0,9.394469999999998,0.30000000000000004,1.6,1.6,50.0,0.0
8.71,16.0,9.464473000000002,0.30000000000000004,1.6,1.6,50.0,0.0
8.72,16.0,9.534476999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.73,16.0,9.604479999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.74,16.0,9.674484,0.30000000000000004,1.6,1.6,50.0,0.0
8.75,16.0,9.744487,0.30000000000000004,1.6,1.6,50.0,0.0
8.76,16.0,9.814491,0.30000000000000004,1.6,1.6,50.0,0.0
8.77,16.0,9.884494,0.30000000000000004,1.6,1.6,50.0,0.0
8.78,16.0,9.954498000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.79,16.0,10.024501,0.30000000000000004,1.6,1.6,50.0,0.0
8.8,16.0,10.094505000000002,0.30000000000000004,1.6,1.6,50.0,0.0
8.81,16.0,10.164508000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.82,16.0,10.234511999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.83,16.0,10.304514999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.84,16.0,10.374519,0.30000000000000004,1.6,1.6,50.0,0.0
8.85,16.0,10.444522,0.30000000000000004,1.6,1.6,50.0,0.0
8.86,16.0,10.514526,0.30000000000000004,1.6,1.6,50.0,0.0
8.87,16.0,10.584529,0.30000000000000004,1.6,1.6,50.0,0.0
8.88,16.0,10.654533,0.30000000000000004,1.6,1.6,50.0,0.0
8.89,16.0,10.724536,0.30000000000000004,1.6,1.6,50.0,0.0
8.9,16.0,10.794540000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.91,16.0,10.864543000000001,0.30000000000000004,1.6,1.6,50.0,0.0
8.92,16.0,10.934546999999998,0.30000000000000004,1.6,1.6,50.0,0.0
8.93,16.0,11.004549999999998,0.30000000000000004,1.6,1.6,50.0,0.0
8.94,16.0,11.074554,0.30000000000000004,1.6,1.6,50.0,0.0
8.95,16.0,11.144556999999999,0.30000000000000004,1.6,1.6,50.0,0.0
8.96,16.0,11.214561,0.30000000000000004,1.6,1.6,50.0,0.0
8.97,16.0,11.284564,0.30000000000000004,1.6,1.6,50.0,0.0
8.98,16.0,11.354568,0.30000000000000004,1.6,1.6,50.0,0.0
8.99,16.0,11.424571,0.30000000000000004,1.6,1.6,50.0,0.0
9.0,16.0,11.494575000000001,0.30000000000000004,1.6,1.6,50.0,0.0
9.01,16.0,11.564578000000001,0.30000000000000004,1.6,1.6,50.0,0.0
9.02,16.0,11.634582000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.03,16.0,11.704585000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.04,16.0,11.774588999999999,0.30000000000000004,1.6,1.6,50.0,0.0
9.05,16.0,11.844591999999999,0.30000000000000004,1.6,1.6,50.0,0.0
9.06,16.0,11.914596,0.30000000000000004,1.6,1.6,50.0,0.0
9.07,16.0,11.984599,0.30000000000000004,1.6,1.6,50.0,0.0
9.08,16.0,12.054603,0.30000000000000004,1.6,1.6,50.0,0.0
9.09,16.0,12.124606,0.30000000000000004,1.6,1.6,50.0,0.0
9.1,16.0,12.19461,0.30000000000000004,1.6,1.6,50.0,0.0
9.11,16.0,12.264613,0.30000000000000004,1.6,1.6,50.0,0.0
9.12,16.0,12.334617000000001,0.30000000000000004,1.6,1.6,50.0,0.0
9.13,16.0,12.404620000000001,0.30000000000000004,1.6,1.6,50.0,0.0
9.14,16.0,12.474623999999999,0.30000000000000004,1.6,1.6,50.0,0.0
9.15,16.0,12.544626999999998,0.30000000000000004,1.6,1.6,50.0,0.0
9.16,16.0,12.614631,0.30000000000000004,1.6,1.6,50.0,0.0
9.17,16.0,12.684633999999999,0.30000000000000004,1.6,1.6,50.0,0.0
9.18,16.0,12.754638,0.30000000000000004,1.6,1.6,50.0,0.0
9.19,16.0,12.824641,0.30000000000000004,1.6,1.6,50.0,0.0
9.2,16.0,12.894645,0.30000000000000004,1.6,1.6,50.0,0.0
9.21,16.0,12.964648,0.30000000000000004,1.6,1.6,50.0,0.0
9.22,16.0,13.034652000000001,0.30000000000000004,1.6,1.6,50.0,0.0
9.23,16.0,13.104655000000001,0.30000000000000004,1.6,1.6,50.0,0.0
9.24,16.0,13.174658999999998,0.30000000000000004,1.6,1.6,50.0,0.0
9.25,16.0,13.244662000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.26,16.0,13.314665999999999,0.30000000000000004,1.6,1.6,50.0,0.0
9.27,16.0,13.384668999999999,0.30000000000000004,1.6,1.6,50.0,0.0
9.28,16.0,13.454673,0.30000000000000004,1.6,1.6,50.0,0.0
9.29,16.0,13.524676,0.30000000000000004,1.6,1.6,50.0,0.0
9.3,16.0,13.59468,0.30000000000000004,1.6,1.6,50.0,0.0
9.31,16.0,13.664683,0.30000000000000004,1.6,1.6,50.0,0.0
9.32,16.0,13.734687000000001,0.30000000000000004,1.6,1.6,50.0,0.0
9.33,16.0,13.80469,0.30000000000000004,1.6,1.6,50.0,0.0
9.34,16.0,13.874694000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.35,16.0,13.944697000000001,0.30000000000000004,1.6,1.6,50.0,0.0
9.36,16.0,14.014701000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.37,16.0,14.084704000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.38,16.0,14.154708,0.30000000000000004,1.6,1.6,50.0,0.0
9.39,16.0,14.224711,0.30000000000000004,1.6,1.6,50.0,0.0
9.4,16.0,14.294715,0.30000000000000004,1.6,1.6,50.0,0.0
9.41,16.0,14.364718,0.30000000000000004,1.6,1.6,50.0,0.0
9.42,16.0,14.434722,0.30000000000000004,1.6,1.6,50.0,0.0
9.43,16.0,14.504725,0.30000000000000004,1.6,1.6,50.0,0.0
9.44,16.0,14.574728999999998,0.30000000000000004,1.6,1.6,50.0,0.0
9.45,16.0,14.644731999999998,0.30000000000000004,1.6,1.6,50.0,0.0
9.46,16.0,14.714736000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.47,16.0,14.784739000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.48,16.0,14.854743,0.30000000000000004,1.6,1.6,50.0,0.0
9.49,16.0,14.924745999999999,0.30000000000000004,1.6,1.6,50.0,0.0
9.5,16.0,14.99475,0.30000000000000004,1.6,1.6,50.0,0.0
9.51,16.0,15.064753,0.30000000000000004,1.6,1.6,50.0,0.0
9.52,16.0,15.134757,0.30000000000000004,1.6,1.6,50.0,0.0
9.53,16.0,15.20476,0.30000000000000004,1.6,1.6,50.0,0.0
9.54,16.0,15.274763999999998,0.30000000000000004,1.6,1.6,50.0,0.0
9.55,16.0,15.344766999999997,0.30000000000000004,1.6,1.6,50.0,0.0
9.56,16.0,15.414771000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.57,16.0,15.484774000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.58,16.0,15.554777999999999,0.30000000000000004,1.6,1.6,50.0,0.0
9.59,16.0,15.624780999999999,0.30000000000000004,1.6,1.6,50.0,0.0
9.6,16.0,15.694785,0.30000000000000004,1.6,1.6,50.0,0.0
9.61,16.0,15.764788,0.30000000000000004,1.6,1.6,50.0,0.0
9.62,16.0,15.834792,0.30000000000000004,1.6,1.6,50.0,0.0
9.63,16.0,15.904795,0.30000000000000004,1.6,1.6,50.0,0.0
9.64,16.0,15.974799,0.30000000000000004,1.6,1.6,50.0,0.0
9.65,16.0,16.044802,0.30000000000000004,1.6,1.6,50.0,0.0
9.66,16.0,16.114806,0.30000000000000004,1.6,1.6,50.0,0.0
9.67,16.0,16.184809,0.30000000000000004,1.6,1.6,50.0,0.0
9.68,16.0,16.254813,0.30000000000000004,1.6,1.6,50.0,0.0
9.69,16.0,16.324816,0.30000000000000004,1.6,1.6,50.0,0.0
9.7,16.0,16.39482,0.30000000000000004,1.6,1.6,50.0,0.0
9.71,16.0,16.464823000000003,0.30000000000000004,1.6,1.6,50.0,0.0
9.72,16.0,16.534827,0.30000000000000004,1.6,1.6,50.0,0.0
9.73,16.0,16.60483,0.30000000000000004,1.6,1.6,50.0,0.0
9.74,16.0,16.674834,0.30000000000000004,1.6,1.6,50.0,0.0
9.75,16.0,16.744837,0.30000000000000004,1.6,1.6,50.0,0.0
9.76,16.0,16.814841,0.30000000000000004,1.6,1.6,50.0,0.0
9.77,16.0,16.884844,0.30000000000000004,1.6,1.6,50.0,0.0
9.78,16.0,16.954848,0.30000000000000004,1.6,1.6,50.0,0.0
9.79,16.0,17.024850999999998,0.30000000000000004,1.6,1.6,50.0,0.0
9.8,16.0,17.094855000000003,0.30000000000000004,1.6,1.6,50.0,0.0
9.81,16.0,17.164858000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.82,16.0,17.234862,0.30000000000000004,1.6,1.6,50.0,0.0
9.83,16.0,17.304865,0.30000000000000004,1.6,1.6,50.0,0.0
9.84,16.0,17.374869,0.30000000000000004,1.6,1.6,50.0,0.0
9.85,16.0,17.444872,0.30000000000000004,1.6,1.6,50.0,0.0
9.86,16.0,17.514876,0.30000000000000004,1.6,1.6,50.0,0.0
9.87,16.0,17.584879,0.30000000000000004,1.6,1.6,50.0,0.0
9.88,16.0,17.654882999999998,0.30000000000000004,1.6,1.6,50.0,0.0
9.89,16.0,17.724885999999998,0.30000000000000004,1.6,1.6,50.0,0.0
9.9,16.0,17.794890000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.91,16.0,17.864893000000002,0.30000000000000004,1.6,1.6,50.0,0.0
9.92,16.0,17.934897,0.30000000000000004,1.6,1.6,50.0,0.0
9.93,16.0,18.0049,0.30000000000000004,1.6,1.6,50.0,0.0
9.94,16.0,18.074904,0.30000000000000004,1.6,1.6,50.0,0.0
9.95,16.0,18.144907,0.30000000000000004,1.6,1.6,50.0,0.0
9.96,16.0,18.214911,0.30000000000000004,1.6,1.6,50.0,0.0
9.97,16.0,18.284914,0.30000000000000004,1.6,1.6,50.0,0.0
9.98,16.0,18.354917999999998,0.30000000000000004,1.6,1.6,50.0,0.0
9.99,16.0,18.424920999999998,0.30000000000000004,1.6,1.6,50.0,0.0
10.0,16.0,18.494925000000002,0.30000000000000004,1.6,1.6,50.0,0.0
10.01,16.0,18.564928000000002,0.30000000000000004,1.6,1.6,50.0,0.0
10.02,16.0,18.634932,0.30000000000000004,1.6,1.6,50.0,0.0
10.03,16.0,18.704935,0.30000000000000004,1.6,1.6,50.0,0.0
10.04,16.0,18.774939,0.30000000000000004,1.6,1.6,50.0,0.0
10.05,16.0,18.844942,0.30000000000000004,1.6,1.6,50.0,0.0
10.06,16.0,18.914946,0.30000000000000004,1.6,1.6,50.0,0.0
10.07,16.0,18.984949,0.30000000000000004,1.6,1.6,50.0,0.0
10.08,16.0,19.054952999999998,0.30000000000000004,1.6,1.6,50.0,0.0
10.09,16.0,19.124955999999997,0.30000000000000004,1.6,1.6,50.0,0.0
10.1,16.0,19.194960000000002,0.30000000000000004,1.6,1.6,50.0,0.0
10.11,16.0,19.264963,0.30000000000000004,1.6,1.6,50.0,0.0
10.12,16.0,19.334967,0.30000000000000004,1.6,1.6,50.0,0.0
10.13,16.0,19.40497,0.30000000000000004,1.6,1.6,50.0,0.0
10.14,16.0,19.474974,0.30000000000000004,1.6,1.6,50.0,0.0
10.15,16.0,19.544977,0.30000000000000004,1.6,1.6,50.0,0.0
10.16,16.0,19.614981,0.30000000000000004,1.6,1.6,50.0,0.0
10.17,16.0,19.684984,0.30000000000000004,1.6,1.6,50.0,0.0
10.18,16.0,19.754988,0.30000000000000004,1.6,1.6,50.0,0.0
10.19,16.0,19.824991,0.30000000000000004,1.6,1.6,50.0,0.0
10.2,16.0,19.894995,0.30000000000000004,1.6,1.6,50.0,0.0
10.21,16.0,19.964998,0.30000000000000004,1.6,1.6,50.0,0.0
10.22,16.0,20.035002,0.30000000000000004,1.6,1.6,50.0,0.0
10.23,16.0,20.105005,0.30000000000000004,1.6,1.6,50.0,0.0
10.24,16.0,20.175009,0.30000000000000004,1.6,1.6,50.0,0.0
10.25,16.0,20.245012,0.30000000000000004,1.6,1.6,50.0,0.0
10.26,16.0,20.315016,0.30000000000000004,1.6,1.6,50.0,0.0
10.27,16.0,20.385019,0.30000000000000004,1.6,1.6,50.0,0.0
10.28,16.0,20.455023,0.30000000000000004,1.6,1.6,50.0,0.0
10.29,16.0,20.525026,0.30000000000000004,1.6,1.6,50.0,0.0
10.3,16.0,20.59503,0.30000000000000004,1.6,1.6,50.0,0.0
10.31,16.0,20.665033,0.30000000000000004,1.6,1.6,50.0,0.0
10.32,16.0,20.735037,0.30000000000000004,1.6,1.6,50.0,0.0
10.33,16.0,20.805039999999998,0.30000000000000004,1.6,1.6,50.0,0.0
10.34,16.0,20.875044000000003,0.30000000000000004,1.6,1.6,50.0,0.0
10.35,16.0,20.945047000000002,0.30000000000000004,1.6,1.6,50.0,0.0
10.36,16.0,21.015051,0.30000000000000004,1.6,1.6,50.0,0.0
10.37,16.0,21.085054,0.30000000000000004,1.6,1.6,50.0,0.0
10.38,16.0,21.155058,0.30000000000000004,1.6,1.6,50.0,0.0
10.39,16.0,21.225061,0.30000000000000004,1.6,1.6,50.0,0.0
10.4,16.0,21.295065,0.30000000000000004,1.6,1.6,50.0,0.0
10.41,16.0,21.365068,0.30000000000000004,1.6,1.6,50.0,0.0
10.42,16.0,21.435071999999998,0.30000000000000004,1.6,1.6,50.0,0.0
10.43,16.0,21.505074999999998,0.30000000000000004,1.6,1.6,50.0,0.0
10.44,16.0,21.575079000000002,0.30000000000000004,1.6,1.6,50.0,0.0
10.45,16.0,21.645082000000002,0.30000000000000004,1.6,1.6,50.0,0.0
10.46,16.0,21.715086,0.30000000000000004,1.6,1.6,50.0,0.0
10.47,16.0,21.785089,0.30000000000000004,1.6,1.6,50.0,0.0
10.48,16.0,21.855093,0.30000000000000004,1.6,1.6,50.0,0.0
10.49,16.0,21.925096,0.30000000000000004,1.6,1.6,50.0,0.0
10.5,16.0,21.9951,0.30000000000000004,1.6,1.6,50.0,0.0
10.51,16.0,22.065103,0.30000000000000004,1.6,1.6,50.0,0.0
10.52,16.0,22.135106999999998,0.30000000000000004,1.6,1.6,50.0,0.0
10.53,16.0,22.20511,0.30000000000000004,1.6,1.6,50.0,0.0
10.54,16.0,22.275114000000002,0.30000000000000004,1.6,1.6,50.0,0.0
10.55,16.0,22.345117000000002,0.30000000000000004,1.6,1.6,50.0,0.0
10.56,16.0,22.415121,0.30000000000000004,1.6,1.6,50.0,0.0
10.57,16.0,22.485124,0.30000000000000004,1.6,1.6,50.0,0.0
10.58,16.0,22.555128,0.30000000000000004,1.6,1.6,50.0,0.0
10.59,16.0,22.625131,0.30000000000000004,1.6,1.6,50.0,0.0
10.6,16.0,22.695135,0.30000000000000004,1.6,1.6,50.0,0.0
10.61,16.0,22.765138,0.30000000000000004,1.6,1.6,50.0,0.0
10.62,16.0,22.835142,0.30000000000000004,1.6,1.6,50.0,0.0
10.63,16.0,22.905145,0.30000000000000004,1.6,1.6,50.0,0.0
10.64,16.0,22.975149000000002,0.30000000000000004,1.6,1.6,50.0,0.0
10.65,16.0,23.045152,0.30000000000000004,1.6,1.6,50.0,0.0
10.66,16.0,23.115156,0.30000000000000004,1.6,1.6,50.0,0.0
10.67,16.0,23.185159,0.30000000000000004,1.6,1.6,50.0,0.0
10.68,16.0,23.255163,0.30000000000000004,1.6,1.6,50.0,0.0
10.69,16.0,23.325166,0.30000000000000004,1.6,1.6,50.0,0.0
10.7,16.0,23.39517,0.30000000000000004,1.6,1.6,50.0,0.0
10.71,16.0,23.465173,0.30000000000000004,1.6,1.6,50.0,0.0
10.72,16.0,23.535177,0.30000000000000004,1.6,1.6,50.0,0.0
10.73,16.0,23.60518,0.30000000000000004,1.6,1.6,50.0,0.0
10.74,16.0,23.675184,0.30000000000000004,1.6,1.6,50.0,0.0
10.75,16.0,23.745187,0.30000000000000004,1.6,1.6,50.0,0.0
10.76,16.0,23.815191,0.30000000000000004,1.6,1.6,50.0,0.0
10.77,16.0,23.885194,0.30000000000000004,1.6,1.6,50.0,0.0
10.78,16.0,23.955198,0.30000000000000004,1.6,1.6,50.0,0.0
10.79,16.0,24.025201,0.30000000000000004,1.6,1.6,50.0,0.0
10.8,16.0,24.095205,0.30000000000000004,1.6,1.6,50.0,0.0
10.81,16.0,24.165208,0.30000000000000004,1.6,1.6,50.0,0.0
10.82,16.0,24.235212,0.30000000000000004,1.6,1.6,50.0,0.0
10.83,16.0,24.305215,0.30000000000000004,1.6,1.6,50.0,0.0
10.84,16.0,24.375219,0.30000000000000004,1.6,1.6,50.0,0.0
10.85,16.0,24.445222,0.30000000000000004,1.6,1.6,50.0,0.0
10.86,16.0,24.515226,0.30000000000000004,1.6,1.6,50.0,0.0
10.87,16.0,24.585228999999998,0.30000000000000004,1.6,1.6,50.0,0.0
10.88,16.0,24.655233,0.30000000000000004,1.6,1.6,50.0,0.0
10.89,16.0,24.725236,0.30000000000000004,1.6,1.6,50.0,0.0
10.9,16.0,24.79524,0.30000000000000004,1.6,1.6,50.0,0.0
10.91,16.0,24.865243,0.30000000000000004,1.6,1.6,50.0,0.0
