t,x,y,z,w,w_pred,v,q
11.36,-30.0,-1.984599,0.8,1.6,1.6,50.0,0.0
11.37,-30.0,-1.914596,0.8,1.6,1.6,50.0,0.0
11.38,-30.0,-1.844592,0.8,1.6,1.6,50.0,0.0
11.39,-30.0,-1.774589,0.8,1.6,1.6,50.0,0.0
11.4,-30.0,-1.704585,0.8,1.6,1.6,50.0,0.0
11.41,-30.0,-1.634582,0.8,1.6,1.6,50.0,0.0
11.42,-30.0,-1.564578,0.8,1.6,1.6,50.0,0.0
11.43,-30.0,-1.494575,0.8,1.6,1.6,50.0,0.0
11.44,-30.0,-1.424571,0.8,1.6,1.6,50.0,0.0
11.45,-30.0,-1.354568,0.8,1.6,1.6,50.0,0.0
11.46,-30.0,-1.284564,0.8,1.6,1.6,50.0,0.0
11.47,-30.0,-1.214561,0.8,1.6,1.6,50.0,0.0
11.48,-30.0,-1.144557,0.8,1.6,1.6,50.0,0.0
11.49,-30.0,-1.074554,0.8,1.6,1.6,50.0,0.0
11.5,-30.0,-1.00455,0.8,1.6,1.6,50.0,0.0
11.51,-30.0,-0.934547,0.8,1.6,1.6,50.0,0.0
11.52,-30.0,-0.864543,0.8,1.6,1.6,50.0,0.0
11.53,-30.0,-0.79454,0.8,1.6,1.6,50.0,0.0
11.54,-30.0,-0.724536,0.8,1.6,1.6,50.0,0.0
11.55,-30.0,-0.654533,0.8,1.6,1.6,50.0,0.0
11.56,-30.0,-0.584529,0.8,1.6,1.6,50.0,0.0
11.57,-30.0,-0.514526,0.8,1.6,1.6,50.0,0.0
11.58,-30.0,-0.444522,0.8,1.6,1.6,50.0,0.0
11.59,-30.0,-0.374519,0.8,1.6,1.6,50.0,0.0
11.6,-30.0,-0.304515,0.8,1.6,1.6,50.0,0.0
11.61,-30.0,-0.234512,0.8,1.6,1.6,50.0,0.0
11.62,-30.0,-0.164508,0.8,1.6,1.6,50.0,0.0
11.63,-30.0,-0.094505,0.8,1.6,1.6,50.0,0.0
11.64,-30.0,-0.024501,0.8,1.6,1.6,50.0,0.0
11.65,-30.0,0.045502,0.8,1.6,1.6,50.0,0.0
11.66,-30.0,0.115506,0.8,1.6,1.6,50.0,0.0
11.67,-30.0,0.185509,0.8,1.6,1.6,50.0,0.0
11.68,-30.0,0.255513,0.8,1.6,1.6,50.0,0.0
11.69,-30.0,0.325516,0.8,1.6,1.6,50.0,0.0
11.7,-30.0,0.39552,0.8,1.6,1.6,50.0,0.0
11.71,-30.0,0.465523,0.8,1.6,1.6,50.0,0.0
11.72,-30.0,0.535527,0.8,1.6,1.6,50.0,0.0
11.73,-30.0,0.60553,0.8,1.6,1.6,50.0,0.0
11.74,-30.0,0.675534,0.8,1.6,1.6,50.0,0.0
11.75,-30.0,0.745537,0.8,1.6,1.6,50.0,0.0
11.76,-30.0,0.815541,0.8,1.6,1.6,50.0,0.0
11.77,-30.0,0.885544,0.8,1.6,1.6,50.0,0.0
11.78,-30.0,0.955548,0.8,1.6,1.6,50.0,0.0
11.79,-30.0,1.025551,0.8,1.6,1.6,50.0,0.0
11.8,-30.0,1.095555,0.8,1.6,1.6,50.0,0.0
11.81,-30.0,1.165558,0.8,1.6,1.6,50.0,0.0
11.82,-30.0,1.235562,0.8,1.6,1.6,50.0,0.0
11.83,-30.0,1.305565,0.8,1.6,1.6,50.0,0.0
11.84,-30.0,1.375569,0.8,1.6,1.6,50.0,0.0
11.85,-30.0,1.445572,0.8,1.6,1.6,50.0,0.0
11.86,-30.0,1.515576,0.8,1.6,1.6,50.0,0.0
11.87,-30.0,1.585579,0.8,1.6,1.6,50.0,0.0
11.88,-30.0,1.655583,0.8,1.6,1.6,50.0,0.0
11.89,-30.0,1.725586,0.8,1.6,1.6,50.0,0.0
11.9,-30.0,1.79559,0.8,1.6,1.6,50.0,0.0
11.91,-30.0,1.865593,0.8,1.6,1.6,50.0,0.0
11.92,-30.0,1.935597,0.8,1.6,1.6,50.0,0.0
11.93,-30.0,2.0056,0.8,1.6,1.6,50.0,0.0
11.94,-30.0,2.075604,0.8,1.6,1.6,50.0,0.0
11.95,-30.0,2.145607,0.8,1.6,1.6,50.0,0.0
11.96,-30.0,2.215611,0.8,1.6,1.6,50.0,0.0
11.97,-30.0,2.285614,0.8,1.6,1.6,50.0,0.0
11.98,-30.0,2.355618,0.8,1.6,1.6,50.0,0.0
11.99,-30.0,2.425621,0.8,1.6,1.6,50.0,0.0
12.0,-30.0,2.495625,0.8,1.6,1.6,50.0,0.0
12.01,-30.0,2.565628,0.8,1.6,1.6,50.0,0.0
12.02,-30.0,2.635632,0.8,1.6,1.6,50.0,0.0
12.03,-30.0,2.705635,0.8,1.6,1.6,50.0,0.0
12.04,-30.0,2.775639,0.8,1.6,1.6,50.0,0.0
12.05,-30.0,2.845642,0.8,1.6,1.6,50.0,0.0
12.06,-30.0,2.915646,0.8,1.6,1.6,50.0,0.0
12.07,-30.0,2.985649,0.8,1.6,1.6,50.0,0.0
12.08,-30.0,3.055653,0.8,1.6,1.6,50.0,0.0
12.09,-30.0,3.125656,0.8,1.6,1.6,50.0,0.0
12.1,-30.0,3.19566,0.8,1.6,1.6,50.0,0.0
12.11,-30.0,3.265663,0.8,1.6,1.6,50.0,0.0
12.12,-30.0,3.335667,0.8,1.6,1.6,50.0,0.0
12.13,-30.0,3.40567,0.8,1.6,1.6,50.0,0.0
12.14,-30.0,3.475674,0.8,1.6,1.6,50.0,0.0
12.15,-30.0,3.545677,0.8,1.6,1.6,50.0,0.0
12.16,-30.0,3.615681,0.8,1.6,1.6,50.0,0.0
12.17,-30.0,3.685684,0.8,1.6,1.6,50.0,0.0
12.18,-30.0,3.755688,0.8,1.6,1.6,50.0,0.0
12.19,-30.0,3.825691,0.8,1.6,1.6,50.0,0.0
12.2,-30.0,3.895695,0.8,1.6,1.6,50.0,0.0
12.21,-30.0,3.965698,0.8,1.6,1.6,50.0,0.0
12.22,-30.0,4.035702,0.8,1.6,1.6,50.0,0.0
12.23,-30.0,4.105705,0.8,1.6,1.6,50.0,0.0
12.24,-30.0,4.175709,0.8,1.6,1.6,50.0,0.0
12.25,-30.0,4.245712,0.8,1.6,1.6,50.0,0.0
12.26,-30.0,4.315716,0.8,1.6,1.6,50.0,0.0
12.27,-30.0,4.385719,0.8,1.6,1.6,50.0,0.0
12.28,-30.0,4.455723,0.8,1.6,1.6,50.0,0.0
12.29,-30.0,4.525726,0.8,1.6,1.6,50.0,0.0
12.3,-30.0,4.59573,0.8,1.6,1.6,50.0,0.0
12.31,-30.0,4.665733,0.8,1.6,1.6,50.0,0.0
12.32,-30.0,4.735737,0.8,1.6,1.6,50.0,0.0
12.33,-30.0,4.80574,0.8,1.6,1.6,50.0,0.0
12.34,-30.0,4.875744,0.8,1.6,1.6,50.0,0.0
12.35,-30.0,4.945747,0.8,1.6,1.6,50.0,0.0
12.36,-30.0,5.015751,0.8,1.6,1.6,50.0,0.0
12.37,-30.0,5.085754,0.8,1.6,1.6,50.0,0.0
12.38,-30.0,5.155758,0.8,1.6,1.6,50.0,0.0
12.39,-30.0,5.225761,0.8,1.6,1.6,50.0,0.0
12.4,-30.0,5.295765,0.8,1.6,1.6,50.0,0.0
12.41,-30.0,5.365768,0.8,1.6,1.6,50.0,0.0
12.42,-30.0,5.435772,0.8,1.6,1.6,50.0,0.0
12.43,-30.0,5.505775,0.8,1.6,1.6,50.0,0.0
12.44,-30.0,5.575779,0.8,1.6,1.6,50.0,0.0
12.45,-30.0,5.645782,0.8,1.6,1.6,50.0,0.0
12.46,-30.0,5.715786,0.8,1.6,1.6,50.0,0.0
12.47,-30.0,5.785789,0.8,1.6,1.6,50.0,0.0
12.48,-30.0,5.855793,0.8,1.6,1.6,50.0,0.0
12.49,-30.0,5.925796,0.8,1.6,1.6,50.0,0.0
12.5,-30.0,5.9958,0.8,1.6,1.6,50.0,0.0
12.51,-30.0,6.065803,0.8,1.6,1.6,50.0,0.0
12.52,-30.0,6.135807,0.8,1.6,1.6,50.0,0.0
12.53,-30.0,6.20581,0.8,1.6,1.6,50.0,0.0
12.54,-30.0,6.275814,0.8,1.6,1.6,50.0,0.0
12.55,-30.0,6.345817,0.8,1.6,1.6,50.0,0.0
12.56,-30.0,6.415821,0.8,1.6,1.6,50.0,0.0
12.57,-30.0,6.485824,0.8,1.6,1.6,50.0,0.0
12.58,-30.0,6.555828,0.8,1.6,1.6,50.0,0.0
12.59,-30.0,6.625831,0.8,1.6,1.6,50.0,0.0
12.6,-30.0,6.695835,0.8,1.6,1.6,50.0,0.0
12.61,-30.0,6.765838,0.8,1.6,1.6,50.0,0.0
12.62,-30.0,6.835842,0.8,1.6,1.6,50.0,0.0
12.63,-30.0,6.905845,0.8,1.6,1.6,50.0,0.0
12.64,-30.0,6.975849,0.8,1.6,1.6,50.0,0.0
12.65,-30.0,7.045852,0.8,1.6,1.6,50.0,0.0
12.66,-30.0,7.115856,0.8,1.6,1.6,50.0,0.0
12.67,-30.0,7.185859,0.8,1.6,1.6,50.0,0.0
12.68,-30.0,7.255863,0.8,1.6,1.6,50.0,0.0
12.69,-30.0,7.325866,0.8,1.6,1.6,50.0,0.0
12.7,-30.0,7.39587,0.8,1.6,1.6,50.0,0.0
12.71,-30.0,7.465873,0.8,1.6,1.6,50.0,0.0
12.72,-30.0,7.535877,0.8,1.6,1.6,50.0,0.0
12.73,-30.0,7.60588,0.8,1.6,1.6,50.0,0.0
12.74,-30.0,7.675884,0.8,1.6,1.6,50.0,0.0
12.75,-30.0,7.745887,0.8,1.6,1.6,50.0,0.0
12.76,-30.0,7.815891,0.8,1.6,1.6,50.0,0.0
12.77,-30.0,7.885894,0.8,1.6,1.6,50.0,0.0
12.78,-30.0,7.955898,0.8,1.6,1.6,50.0,0.0
12.79,-30.0,8.025901,0.8,1.6,1.6,50.0,0.0
12.8,-30.0,8.095905,0.8,1.6,1.6,50.0,0.0
12.81,-30.0,8.165908,0.8,1.6,1.6,50.0,0.0
12.82,-30.0,8.235912,0.8,1.6,1.6,50.0,0.0
12.83,-30.0,8.305915,0.8,1.6,1.6,50.0,0.0
12.84,-30.0,8.375919,0.8,1.6,1.6,50.0,0.0
12.85,-30.0,8.445922,0.8,1.6,1.6,50.0,0.0
12.86,-30.0,8.515926,0.8,1.6,1.6,50.0,0.0
12.87,-30.0,8.585929,0.8,1.6,1.6,50.0,0.0
12.88,-30.0,8.655933,0.8,1.6,1.6,50.0,0.0
12.89,-30.0,8.725936,0.8,1.6,1.6,50.0,0.0
12.9,-30.0,8.79594,0.8,1.6,1.6,50.0,0.0
12.91,-30.0,8.865943,0.8,1.6,1.6,50.0,0.0
12.92,-30.0,8.935947,0.8,1.6,1.6,50.0,0.0
12.93,-30.0,9.00595,0.8,1.6,1.6,50.0,0.0
12.94,-30.0,9.075954,0.8,1.6,1.6,50.0,0.0
12.95,-30.0,9.145957,0.8,1.6,1.6,50.0,0.0
12.96,-30.0,9.215961,0.8,1.6,1.6,50.0,0.0
12.97,-30.0,9.285964,0.8,1.6,1.6,50.0,0.0
12.98,-30.0,9.355968,0.8,1.6,1.6,50.0,0.0
12.99,-30.0,9.425971,0.8,1.6,1.6,50.0,0.0
13.0,-30.0,9.495975,0.8,1.6,1.6,50.0,0.0
13.01,-30.0,9.565978,0.8,1.6,1.6,50.0,0.0
13.02,-30.0,9.635982,0.8,1.6,1.6,50.0,0.0
13.03,-30.0,9.705985,0.8,1.6,1.6,50.0,0.0
13.04,-30.0,9.775989,0.8,1.6,1.6,50.0,0.0
13.05,-30.0,9.845992,0.8,1.6,1.6,50.0,0.0
13.06,-30.0,9.915996,0.8,1.6,1.6,50.0,0.0
13.07,-30.0,9.985999,0.8,1.6,1.6,50.0,0.0
13.08,-30.0,10.056003,0.8,1.6,1.6,50.0,0.0
13.09,-30.0,10.126006,0.8,1.6,1.6,50.0,0.0
13.1,-30.0,10.19601,0.8,1.6,1.6,50.0,0.0
13.11,-30.0,10.266013,0.8,1.6,1.6,50.0,0.0
13.12,-30.0,10.336017,0.8,1.6,1.6,50.0,0.0
13.13,-30.0,10.40602,0.8,1.6,1.6,50.0,0.0
13.14,-30.0,10.476024,0.8,1.6,1.6,50.0,0.0
13.15,-30.0,10.546027,0.8,1.6,1.6,50.0,0.0
13.16,-30.0,10.616031,0.8,1.6,1.6,50.0,0.0
13.17,-30.0,10.686034,0.8,1.6,1.6,50.0,0.0
13.18,-30.0,10.756038,0.8,1.6,1.6,50.0,0.0
13.19,-30.0,10.826041,0.8,1.6,1.6,50.0,0.0
13.2,-30.0,10.896045,0.8,1.6,1.6,50.0,0.0
13.21,-30.0,10.966048,0.8,1.6,1.6,50.0,0.0
13.22,-30.0,11.036052,0.8,1.6,1.6,50.0,0.0
13.23,-30.0,11.106055,0.8,1.6,1.6,50.0,0.0
13.24,-30.0,11.176059,0.8,1.6,1.6,50.0,0.0
13.25,-30.0,11.246062,0.8,1.6,1.6,50.0,0.0
13.26,-30.0,11.316066,0.8,1.6,1.6,50.0,0.0
13.27,-30.0,11.386069,0.8,1.6,1.6,50.0,0.0
13.28,-30.0,11.456073,0.8,1.6,1.6,50.0,0.0
13.29,-30.0,11.526076,0.8,1.6,1.6,50.0,0.0
13.3,-30.0,11.59608,0.8,1.6,1.6,50.0,0.0
13.31,-30.0,11.666083,0.8,1.6,1.6,50.0,0.0
13.32,-30.0,11.736087,0.8,1.6,1.6,50.0,0.0
13.33,-30.0,11.80609,0.8,1.6,1.6,50.0,0.0
13.34,-30.0,11.876094,0.8,1.6,1.6,50.0,0.0
13.35,-30.0,11.946097,0.8,1.6,1.6,50.0,0.0
13.36,-30.0,12.016101,0.8,1.6,1.6,50.0,0.0
13.37,-30.0,12.086104,0.8,1.6,1.6,50.0,0.0
13.38,-30.0,12.156108,0.8,1.6,1.6,50.0,0.0
13.39,-30.0,12.226111,0.8,1.6,1.6,50.0,0.0
13.4,-30.0,12.296115,0.8,1.6,1.6,50.0,0.0
13.41,-30.0,12.366118,0.8,1.6,1.6,50.0,0.0
13.42,-30.0,12.436122,0.8,1.6,1.6,50.0,0.0
13.43,-30.0,12.506125,0.8,1.6,1.6,50.0,0.0
13.44,-30.0,12.576129,0.8,1.6,1.6,50.0,0.0
13.45,-30.0,12.646132,0.8,1.6,1.6,50.0,0.0
13.46,-30.0,12.716136,0.8,1.6,1.6,50.0,0.0
13.47,-30.0,12.786139,0.8,1.6,1.6,50.0,0.0
13.48,-30.0,12.856143,0.8,1.6,1.6,50.0,0.0
13.49,-30.0,12.926146,0.8,1.6,1.6,50.0,0.0
13.5,-30.0,12.99615,0.8,1.6,1.6,50.0,0.0
13.51,-30.0,13.066153,0.8,1.6,1.6,50.0,0.0
13.52,-30.0,13.136157,0.8,1.6,1.6,50.0,0.0
13.53,-30.0,13.20616,0.8,1.6,1.6,50.0,0.0
13.54,-30.0,13.276164,0.8,1.6,1.6,50.0,0.0
13.55,-30.0,13.346167,0.8,1.6,1.6,50.0,0.0
13.56,-30.0,13.416171,0.8,1.6,1.6,50.0,0.0
13.57,-30.0,13.486174,0.8,1.6,1.6,50.0,0.0
13.58,-30.0,13.556178,0.8,1.6,1.6,50.0,0.0
13.59,-30.0,13.626181,0.8,1.6,1.6,50.0,0.0
13.6,-30.0,13.696185,0.8,1.6,1.6,50.0,0.0
13.61,-30.0,13.766188,0.8,1.6,1.6,50.0,0.0
13.62,-30.0,13.836192,0.8,1.6,1.6,50.0,0.0
13.63,-30.0,13.906195,0.8,1.6,1.6,50.0,0.0
13.64,-30.0,13.976199,0.8,1.6,1.6,50.0,0.0
13.65,-30.0,14.046202,0.8,1.6,1.6,50.0,0.0
13.66,-30.0,14.116206,0.8,1.6,1.6,50.0,0.0
13.67,-30.0,14.186209,0.8,1.6,1.6,50.0,0.0
13.68,-30.0,14.256213,0.8,1.6,1.6,50.0,0.0
13.69,-30.0,14.326216,0.8,1.6,1.6,50.0,0.0
13.7,-30.0,14.39622,0.8,1.6,1.6,50.0,0.0
13.71,-30.0,14.466223,0.8,1.6,1.6,50.0,0.0
13.72,-30.0,14.536227,0.8,1.6,1.6,50.0,0.0
13.73,-30.0,14.60623,0.8,1.6,1.6,50.0,0.0
13.74,-30.0,14.676234,0.8,1.6,1.6,50.0,0.0
13.75,-30.0,14.746237,0.8,1.6,1.6,50.0,0.0
13.76,-30.0,14.816241,0.8,1.6,1.6,50.0,0.0
13.77,-30.0,14.886244,0.8,1.6,1.6,50.0,0.0
13.78,-30.0,14.956248,0.8,1.6,1.6,50.0,0.0
13.79,-30.0,15.026251,0.8,1.6,1.6,50.0,0.0
13.8,-30.0,15.096255,0.8,1.6,1.6,50.0,0.0
13.81,-30.0,15.166258,0.8,1.6,1.6,50.0,0.0
13.82,-30.0,15.236262,0.8,1.6,1.6,50.0,0.0
13.83,-30.0,15.306265,0.8,1.6,1.6,50.0,0.0
13.84,-30.0,15.376269,0.8,1.6,1.6,50.0,0.0
13.85,-30.0,15.446272,0.8,1.6,1.6,50.0,0.0
13.86,-30.0,15.516276,0.8,1.6,1.6,50.0,0.0
13.87,-30.0,15.586279,0.8,1.6,1.6,50.0,0.0
13.88,-30.0,15.656283,0.8,1.6,1.6,50.0,0.0
13.89,-30.0,15.726286,0.8,1.6,1.6,50.0,0.0
13.9,-30.0,15.79629,0.8,1.6,1.6,50.0,0.0
13.91,-30.0,15.866293,0.8,1.6,1.6,50.0,0.0
13.92,-30.0,15.936297,0.8,1.6,1.6,50.0,0.0
13.93,-30.0,16.0063,0.8,1.6,1.6,50.0,0.0
13.94,-30.0,16.076304,0.8,1.6,1.6,50.0,0.0
13.95,-30.0,16.146307,0.8,1.6,1.6,50.0,0.0
13.96,-30.0,16.216311,0.8,1.6,1.6,50.0,0.0
13.97,-30.0,16.286314,0.8,1.6,1.6,50.0,0.0
13.98,-30.0,16.356318,0.8,1.6,1.6,50.0,0.0
13.99,-30.0,16.426321,0.8,1.6,1.6,50.0,0.0
14.0,-30.0,16.496325,0.8,1.6,1.6,50.0,0.0
14.01,-30.0,16.566328,0.8,1.6,1.6,50.0,0.0
14.02,-30.0,16.636332,0.8,1.6,1.6,50.0,0.0
14.03,-30.0,16.706335,0.8,1.6,1.6,50.0,0.0
14.04,-30.0,16.776339,0.8,1.6,1.6,50.0,0.0
14.05,-30.0,16.846342,0.8,1.6,1.6,50.0,0.0
14.06,-30.0,16.916346,0.8,1.6,1.6,50.0,0.0
14.07,-30.0,16.986349,0.8,1.6,1.6,50.0,0.0
14.08,-30.0,17.056353,0.8,1.6,1.6,50.0,0.0
14.09,-30.0,17.126356,0.8,1.6,1.6,50.0,0.0
14.1,-30.0,17.19636,0.8,1.6,1.6,50.0,0.0
14.11,-30.0,17.266363,0.8,1.6,1.6,50.0,0.0
14.12,-30.0,17.336367,0.8,1.6,1.6,50.0,0.0
14.13,-30.0,17.40637,0.8,1.6,1.6,50.0,0.0
14.14,-30.0,17.476374,0.8,1.6,1.6,50.0,0.0
14.15,-30.0,17.546377,0.8,1.6,1.6,50.0,0.0
14.16,-30.0,17.616381,0.8,1.6,1.6,50.0,0.0
14.17,-30.0,17.686384,0.8,1.6,1.6,50.0,0.0
14.18,-30.0,17.756388,0.8,1.6,1.6,50.0,0.0
14.19,-30.0,17.826391,0.8,1.6,1.6,50.0,0.0
14.2,-30.0,17.896395,0.8,1.6,1.6,50.0,0.0
14.21,-30.0,17.966398,0.8,1.6,1.6,50.0,0.0
14.22,-30.0,18.036402,0.8,1.6,1.6,50.0,0.0
14.23,-30.0,18.106405,0.8,1.6,1.6,50.0,0.0
14.24,-30.0,18.176409,0.8,1.6,1.6,50.0,0.0
14.25,-30.0,18.246412,0.8,1.6,1.6,50.0,0.0
14.26,-30.0,18.316416,0.8,1.6,1.6,50.0,0.0
14.27,-30.0,18.386419,0.8,1.6,1.6,50.0,0.0
14.28,-30.0,18.456423,0.8,1.6,1.6,50.0,0.0
14.29,-30.0,18.526426,0.8,1.6,1.6,50.0,0.0
14.3,-30.0,18.59643,0.8,1.6,1.6,50.0,0.0
14.31,-30.0,18.666433,0.8,1.6,1.6,50.0,0.0
14.32,-30.0,18.736437,0.8,1.6,1.6,50.0,0.0
14.33,-30.0,18.80644,0.8,1.6,1.6,50.0,0.0
14.34,-30.0,18.876444,0.8,1.6,1.6,50.0,0.0
14.35,-30.0,18.946447,0.8,1.6,1.6,50.0,0.0
14.36,-30.0,19.016451,0.8,1.6,1.6,50.0,0.0
14.37,-30.0,19.086454,0.8,1.6,1.6,50.0,0.0
14.38,-30.0,19.156458,0.8,1.6,1.6,50.0,0.0
14.39,-30.0,19.226461,0.8,1.6,1.6,50.0,0.0
14.4,-30.0,19.296465,0.8,1.6,1.6,50.0,0.0
14.41,-30.0,19.366468,0.8,1.6,1.6,50.0,0.0
14.42,-30.0,19.436472,0.8,1.6,1.6,50.0,0.0
14.43,-30.0,19.506475,0.8,1.6,1.6,50.0,0.0
14.44,-30.0,19.576479,0.8,1.6,1.6,50.0,0.0
14.45,-30.0,19.646482,0.8,1.6,1.6,50.0,0.0
14.46,-30.0,19.716486,0.8,1.6,1.6,50.0,0.0
14.47,-30.0,19.786489,0.8,1.6,1.6,50.0,0.0
14.48,-30.0,19.856493,0.8,1.6,1.6,50.0,0.0
14.49,-30.0,19.926496,0.8,1.6,1.6,50.0,0.0
14.5,-30.0,19.9965,0.8,1.6,1.6,50.0,0.0
14.51,-30.0,20.066503,0.8,1.6,1.6,50.0,0.0
14.52,-30.0,20.136507,0.8,1.6,1.6,50.0,0.0
14.53,-30.0,20.20651,0.8,1.6,1.6,50.0,0.0
14.54,-30.0,20.276514,0.8,1.6,1.6,50.0,0.0
14.55,-30.0,20.346517,0.8,1.6,1.6,50.0,0.0
14.56,-30.0,20.416521,0.8,1.6,1.6,50.0,0.0
14.57,-30.0,20.486524,0.8,1.6,1.6,50.0,0.0
14.58,-30.0,20.556528,0.8,1.6,1.6,50.0,0.0
14.59,-30.0,20.626531,0.8,1.6,1.6,50.0,0.0
14.6,-30.0,20.696535,0.8,1.6,1.6,50.0,0.0
14.61,-30.0,20.766538,0.8,1.6,1.6,50.0,0.0
14.62,-30.0,20.836542,0.8,1.6,1.6,50.0,0.0
14.63,-30.0,20.906545,0.8,1.6,1.6,50.0,0.0
14.64,-30.0,20.976549,0.8,1.6,1.6,50.0,0.0
14.65,-30.0,21.046552,0.8,1.6,1.6,50.0,0.0
14.66,-30.0,21.116556,0.8,1.6,1.6,50.0,0.0
14.67,-30.0,21.186559,0.8,1.6,1.6,50.0,0.0
14.68,-30.0,21.256563,0.8,1.6,1.6,50.0,0.0
14.69,-30.0,21.326566,0.8,1.6,1.6,50.0,0.0
14.7,-30.0,21.39657,0.8,1.6,1.6,50.0,0.0
14.71,-30.0,21.466573,0.8,1.6,1.6,50.0,0.0
14.72,-30.0,21.536577,0.8,1.6,1.6,50.0,0.0
14.73,-30.0,21.60658,0.8,1.6,1.6,50.0,0.0
14.74,-30.0,21.676584,0.8,1.6,1.6,50.0,0.0
14.75,-30.0,21.746587,0.8,1.6,1.6,50.0,0.0
14.76,-30.0,21.816591,0.8,1.6,1.6,50.0,0.0
14.77,-30.0,21.886594,0.8,1.6,1.6,50.0,0.0
14.78,-30.0,21.956598,0.8,1.6,1.6,50.0,0.0
14.79,-30.0,22.026601,0.8,1.6,1.6,50.0,0.0
14.8,-30.0,22.096605,0.8,1.6,1.6,50.0,0.0
14.81,-30.0,22.166608,0.8,1.6,1.6,50.0,0.0
14.82,-30.0,22.236612,0.8,1.6,1.6,50.0,0.0
14.83,-30.0,22.306615,0.8,1.6,1.6,50.0,0.0
14.84,-30.0,22.376619,0.8,1.6,1.6,50.0,0.0
14.85,-30.0,22.446622,0.8,1.6,1.6,50.0,0.0
14.86,-30.0,22.516626,0.8,1.6,1.6,50.0,0.0
14.87,-30.0,22.586629,0.8,1.6,1.6,50.0,0.0
14.88,-30.0,22.656633,0.8,1.6,1.6,50.0,0.0
14.89,-30.0,22.726636,0.8,1.6,1.6,50.0,0.0
14.9,-30.0,22.79664,0.8,1.6,1.6,50.0,0.0
14.91,-30.0,22.866643,0.8,1.6,1.6,50.0,0.0
14.92,-30.0,22.936647,0.8,1.6,1.6,50.0,0.0
14.93,-30.0,23.00665,0.8,1.6,1.6,50.0,0.0
14.94,-30.0,23.076654,0.8,1.6,1.6,50.0,0.0
14.95,-30.0,23.146657,0.8,1.6,1.6,50.0,0.0
14.96,-30.0,23.216661,0.8,1.6,1.6,50.0,0.0
14.97,-30.0,23.286664,0.8,1.6,1.6,50.0,0.0
14.98,-30.0,23.356668,0.8,1.6,1.6,50.0,0.0
14.99,-30.0,23.426671,0.8,1.6,1.6,50.0,0.0
15.0,-30.0,23.496675,0.8,1.6,1.6,50.0,0.0
15.01,-30.0,23.566678,0.8,1.6,1.6,50.0,0.0
15.02,-30.0,23.636682,0.8,1.6,1.6,50.0,0.0
15.03,-30.0,23.706685,0.8,1.6,1.6,50.0,0.0
15.04,-30.0,23.776689,0.8,1.6,1.6,50.0,0.0
15.05,-30.0,23.846692,0.8,1.6,1.6,50.0,0.0
15.06,-30.0,23.916696,0.8,1.6,1.6,50.0,0.0
15.07,-30.0,23.986699,0.8,1.6,1.6,50.0,0.0
15.08,-30.0,24.056703,0.8,1.6,1.6,50.0,0.0
15.09,-30.0,24.126706,0.8,1.6,1.6,50.0,0.0
15.1,-30.0,24.19671,0.8,1.6,1.6,50.0,0.0
15.11,-30.0,24.266713,0.8,1.6,1.6,50.0,0.0
15.12,-30.0,24.336717,0.8,1.6,1.6,50.0,0.0
15.13,-30.0,24.40672,0.8,1.6,1.6,50.0,0.0
15.14,-30.0,24.476724,0.8,1.6,1.6,50.0,0.0
15.15,-30.0,24.546727,0.8,1.6,1.6,50.0,0.0
15.16,-30.0,24.616731,0.8,1.6,1.6,50.0,0.0
15.17,-30.0,24.686734,0.8,1.6,1.6,50.0,0.0
15.18,-30.0,24.756738,0.8,1.6,1.6,50.0,0.0
15.19,-30.0,24.826741,0.8,1.6,1.6,50.0,0.0
15.2,-30.0,24.896745,0.8,1.6,1.6,50.0,0.0
15.21,-30.0,24.966748,0.8,1.6,1.6,50.0,0.0
15.22,-30.0,25.036752,0.8,1.6,1.6,50.0,0.0
15.23,-30.0,25.106755,0.8,1.6,1.6,50.0,0.0
15.24,-30.0,25.176759,0.8,1.6,1.6,50.0,0.0
15.25,-30.0,25.246762,0.8,1.6,1.6,50.0,0.0
15.26,-30.0,25.316766,0.8,1.6,1.6,50.0,0.0
15.27,-30.0,25.386769,0.8,1.6,1.6,50.0,0.0
15.28,-30.0,25.456773,0.8,1.6,1.6,50.0,0.0
15.29,-30.0,25.526776,0.8,1.6,1.6,50.0,0.0
15.3,-30.0,25.59678,0.8,1.6,1.6,50.0,0.0
15.31,-30.0,25.666783,0.8,1.6,1.6,50.0,0.0
15.32,-30.0,25.736787,0.8,1.6,1.6,50.0,0.0
15.33,-30.0,25.80679,0.8,1.6,1.6,50.0,0.0
15.34,-30.0,25.876794,0.8,1.6,1.6,50.0,0.0
15.35,-30.0,25.946797,0.8,1.6,1.6,50.0,0.0
15.36,-30.0,26.016801,0.8,1.6,1.6,50.0,0.0
15.37,-30.0,26.086804,0.8,1.6,1.6,50.0,0.0
15.38,-30.0,26.156808,0.8,1.6,1.6,50.0,0.0
15.39,-30.0,26.226811,0.8,1.6,1.6,50.0,0.0
15.4,-30.0,26.296815,0.8,1.6,1.6,50.0,0.0
15.41,-30.0,26.366818,0.8,1.6,1.6,50.0,0.0
15.42,-30.0,26.436822,0.8,1.6,1.6,50.0,0.0
15.43,-30.0,26.506825,0.8,1.6,1.6,50.0,0.0
15.44,-30.0,26.576829,0.8,1.6,1.6,50.0,0.0
15.45,-30.0,26.646832,0.8,1.6,1.6,50.0,0.0
